party,timestamp,amount,counterparty,communication
A366,2023-10-13 04:02:17,6270.2,84,/C/
A93,2022-07-20 00:28:14,8604.67,A258,2963802649
A378,2023-05-22 04:52:52,8721.07,A79,8031512265
A270,2022-09-16 23:59:13,6423.81,87,/C/
473,2023-09-12 08:54:54,7836.79,178,payback
A331,2023-01-13 08:55:48,9570.64,188,/B/
A101,2024-05-15 09:18:01,4682.83,434,/A/
543,2023-03-10 22:45:04,9790.88,109,beers
333,2023-08-21 14:07:32,2226.12,707,beers
A168,2023-08-05 00:43:10,1485.87,141,/B/
A36,2024-02-04 05:50:57,487.21,A326,1812307388
A288,2023-05-29 16:19:37,9383.67,673,/A/
A40,2023-11-11 06:34:33,9343.67,644,/A/
139,2023-12-10 03:05:07,1665.42,270,fries
A397,2024-01-31 21:26:21,1988.96,775,/C/
425,2024-05-11 13:41:57,7916.46,358,beers
97,2023-08-18 22:43:50,9497.55,61,rent
A328,2024-01-27 03:22:17,318.34,A140,5205009911
A371,2023-05-25 21:38:56,6078.08,A237,1580851115
716,2022-08-27 12:20:59,233.47,310,rent
165,2024-03-18 18:58:18,1656.26,742,bonus
A39,2023-01-08 00:42:50,596.91,116,/A/
A234,2023-05-11 05:34:30,9053.85,796,/B/
533,2023-08-08 02:44:10,600.64,186,savings
A22,2022-10-10 06:09:56,4675.8,199,/C/
496,2022-12-26 08:30:32,550.79,252,payback
A316,2023-04-10 16:43:02,83.77,A302,1493719104
A156,2024-06-09 23:17:02,3699.37,125,/B/
A276,2023-10-29 23:07:40,3815.0,513,/A/
A163,2022-10-07 18:34:36,7876.83,769,/B/
A290,2023-01-22 21:52:03,643.07,A179,8348359127
A117,2023-06-17 03:59:48,3357.53,A214,2479905233
676,2023-05-13 14:26:30,9413.1,738,bonus
13,2024-04-30 03:16:10,4765.26,824,payback
A248,2022-12-20 23:35:04,8506.19,563,/A/
431,2023-01-25 17:50:49,3561.15,196,fries
A139,2023-01-03 05:16:40,3772.02,863,/A/
A324,2023-10-04 23:29:41,9855.56,685,/B/
A170,2024-04-19 10:27:01,5274.99,518,/C/
A280,2023-04-26 07:39:14,731.52,380,/B/
A44,2022-09-25 05:49:39,4502.61,482,/A/
A232,2022-07-25 19:33:39,4425.64,A185,7662710610
796,2023-01-07 23:39:08,2851.32,779,rent
A243,2024-02-17 23:55:04,2499.62,211,/C/
239,2024-06-06 06:20:18,7338.88,575,savings
879,2024-02-12 17:19:51,5289.79,512,rent
A240,2024-03-20 08:02:01,3219.48,549,/A/
478,2024-01-16 21:25:39,94.63,953,fries
393,2024-01-14 17:44:39,8523.43,911,rent
439,2022-08-17 13:52:48,9191.45,619,rent
A267,2022-07-24 03:49:56,621.9,325,/A/
A239,2023-01-09 19:01:15,2606.89,335,/B/
449,2022-10-04 04:27:51,608.64,304,payback
A154,2023-11-17 09:21:20,995.46,948,/B/
604,2023-12-08 02:31:48,2370.54,268,bonus
A309,2022-07-31 16:01:39,4107.76,172,/B/
A213,2023-10-04 21:27:44,3989.16,789,/A/
A177,2023-06-23 15:45:29,5969.09,98,/C/
A268,2024-03-25 10:30:05,9645.06,A56,3833494155
A294,2023-02-06 20:36:11,9017.8,A380,9277771358
987,2022-12-16 07:36:09,6174.89,846,fries
A201,2024-05-06 07:36:08,4116.51,A12,0131137871
553,2023-04-06 08:21:45,8008.38,482,fries
A237,2023-08-29 06:04:09,6056.96,A341,8929309077
A164,2023-10-23 12:16:28,1408.6,567,/B/
A27,2022-11-22 09:56:10,487.38,620,/C/
424,2022-08-14 12:50:10,54.45,966,beers
26,2024-04-02 13:44:14,6334.32,599,bonus
A197,2023-03-12 06:00:02,4083.63,682,/B/
A1,2023-03-28 19:00:25,38.4,A214,8902552889
A236,2023-10-20 21:41:04,4552.0,653,/C/
A227,2024-04-03 11:05:47,2634.01,674,/A/
A59,2024-05-03 08:55:24,2631.62,A298,0241617723
A292,2023-09-16 14:23:59,9451.81,648,/B/
32,2023-08-11 21:56:39,7612.56,581,rent
229,2024-06-17 08:35:44,3287.12,829,beers
A60,2023-05-21 22:17:51,7601.6,691,/C/
127,2022-07-26 19:28:41,1602.8,868,payback
288,2023-05-05 10:18:37,9826.74,458,rent
381,2024-03-19 16:40:20,2584.49,758,bonus
209,2023-07-02 03:12:27,458.57,84,beers
A387,2023-07-17 07:03:44,7802.72,A396,4471565037
989,2023-06-15 00:40:44,991.79,754,fries
A6,2024-01-20 20:59:41,9075.87,495,/B/
A114,2023-12-07 16:03:54,5547.85,912,/C/
A276,2023-11-01 19:00:44,1490.48,148,/A/
35,2024-05-31 00:52:43,819.75,147,fries
A56,2023-07-19 17:13:15,9797.6,932,/B/
414,2023-03-29 12:48:05,8071.3,958,beers
A338,2022-11-27 17:21:07,481.04,944,/C/
701,2023-05-27 17:36:28,7777.73,483,payback
A253,2023-04-25 19:49:16,3650.04,320,/C/
A374,2022-10-06 06:58:57,4625.03,774,/C/
A308,2024-02-20 19:51:15,4333.28,804,/B/
A9,2022-11-16 19:18:39,1407.73,826,/A/
A305,2023-01-21 09:03:33,4362.81,477,/A/
A264,2023-07-16 22:30:41,4238.72,A230,9492315110
648,2022-11-29 19:46:24,8765.68,571,rent
A263,2023-08-27 08:36:51,8065.04,202,/A/
A169,2023-01-17 01:16:52,9959.58,A235,1909366176
A260,2024-05-15 02:39:33,3605.63,87,/C/
A123,2023-09-20 07:27:59,7825.87,822,/B/
A12,2023-03-01 23:47:00,8340.69,431,/A/
461,2023-06-22 08:31:41,6501.05,79,beers
349,2024-02-26 01:59:38,9520.65,705,rent
352,2023-07-04 09:39:34,8920.65,553,bonus
624,2023-04-15 20:02:10,5737.3,119,fries
A275,2024-06-18 10:30:22,4787.15,163,/B/
A30,2023-03-24 08:01:33,2661.13,A281,3444340288
1000,2024-06-20 02:20:18,3349.53,871,bonus
A44,2024-04-04 08:34:06,5936.24,A29,8771756635
A1,2023-03-13 12:09:02,4898.98,A100,8186832007
A105,2022-10-19 07:17:28,9616.49,A284,6543701126
A300,2024-04-13 22:23:06,8124.63,A92,8972249761
A400,2024-02-22 09:51:13,9531.91,695,/A/
547,2022-10-22 07:30:13,3103.63,506,savings
A196,2023-03-04 21:09:47,6436.37,44,/A/
A12,2022-08-14 16:01:13,2219.07,730,/C/
A220,2024-03-31 21:26:33,5332.83,A68,4531157182
A172,2023-02-01 12:03:00,7720.7,A69,2710684666
A214,2023-02-12 04:07:58,3574.04,374,/C/
A146,2024-02-16 00:33:23,2502.59,188,/C/
958,2023-05-03 12:18:00,7139.12,593,rent
220,2024-02-08 21:29:22,6445.72,845,savings
A232,2023-10-27 09:49:36,2671.02,198,/B/
A213,2023-03-29 19:49:34,2994.7,507,/A/
A41,2024-02-10 18:40:50,1596.7,A360,2498764155
A381,2024-02-12 21:33:01,4742.49,838,/C/
A348,2023-04-12 02:21:37,1362.63,A127,1913968390
A257,2024-04-19 19:59:00,1689.04,163,/C/
A249,2022-08-18 07:42:43,4512.51,A372,2207113503
422,2023-11-12 00:09:20,1889.92,531,payback
A312,2023-01-26 02:51:38,2874.46,A148,9278367744
A87,2023-05-15 03:10:39,4904.03,980,/B/
117,2023-07-03 03:30:44,3318.16,973,payback
975,2023-10-19 08:38:02,9078.67,879,bonus
A390,2022-10-21 10:01:51,2713.65,A223,8472760412
94,2023-04-18 16:17:20,8997.02,489,savings
A47,2022-12-20 03:05:02,1104.61,394,/C/
A147,2022-11-01 22:41:08,5900.41,278,/B/
A288,2023-09-03 00:29:59,1853.62,192,/C/
A89,2023-02-17 17:22:47,3785.81,A140,7004295547
A85,2023-04-22 20:25:17,9499.55,50,/A/
A46,2024-01-21 04:28:26,4410.48,392,/C/
A23,2023-09-17 20:07:50,427.1,A195,8242399776
A164,2023-08-09 12:30:06,6935.12,A102,2999839187
A175,2022-08-25 22:17:54,7012.86,A311,9058841948
A214,2022-11-24 16:19:24,1834.8,845,/B/
907,2023-02-02 00:03:01,6826.7,789,rent
A271,2023-11-24 17:53:08,668.33,534,/A/
A372,2023-01-17 03:34:55,8410.51,276,/B/
719,2022-09-22 05:18:03,4518.83,18,savings
A217,2022-06-22 12:02:29,1071.62,616,/A/
271,2024-06-20 22:24:19,5399.33,502,beers
A16,2024-01-27 21:13:46,5112.3,778,/C/
A256,2023-09-09 19:33:05,3963.8,A3,7218508226
254,2024-01-12 13:38:06,649.68,314,rent
A200,2022-09-23 03:42:56,3437.43,292,/C/
A168,2022-10-31 08:02:18,5073.98,A315,0175240017
25,2022-07-29 14:36:20,3661.64,299,payback
A167,2022-11-17 01:14:15,6652.72,460,/C/
A48,2022-11-02 05:24:12,1152.13,A78,7701533879
A339,2023-05-04 21:28:36,9264.33,A276,3929123811
981,2023-09-17 12:21:40,6559.43,502,bonus
814,2023-04-28 04:05:35,8909.02,46,rent
258,2024-05-18 16:52:25,7827.8,228,beers
A275,2022-11-08 06:35:36,3867.26,923,/C/
A109,2022-11-21 18:12:35,6302.4,171,/A/
A197,2022-08-26 21:11:20,6605.4,42,/C/
A110,2022-06-25 01:56:12,6312.69,327,/B/
141,2023-04-02 11:22:04,4739.46,607,bonus
A75,2024-04-12 20:14:07,2735.11,292,/B/
A71,2023-01-01 16:42:25,1723.19,161,/B/
A246,2023-07-15 11:30:25,2866.31,152,/C/
A329,2023-05-03 05:55:12,8643.11,250,/A/
A121,2023-01-05 10:45:35,3047.58,162,/C/
A396,2023-12-29 20:56:11,3788.34,907,/C/
184,2023-11-07 09:59:01,6722.93,139,beers
A170,2023-03-13 12:46:43,6585.56,384,/A/
910,2022-07-06 02:14:29,4989.51,946,bonus
A157,2022-12-03 17:28:03,5277.18,698,/B/
73,2024-04-13 16:33:45,6714.93,839,savings
638,2022-11-04 17:08:12,2190.44,832,payback
A357,2024-05-01 10:49:27,8018.02,85,/C/
A385,2023-02-24 10:14:43,7928.88,85,/C/
A364,2022-09-01 07:18:41,7437.95,959,/A/
A338,2022-07-25 17:57:21,2890.51,145,/B/
A88,2023-08-15 00:12:57,1095.25,613,/B/
A183,2023-11-27 14:23:49,9811.76,A309,7522883209
501,2024-05-08 07:33:47,2204.52,786,bonus
A19,2022-09-13 12:27:24,6178.56,837,/A/
A311,2023-02-22 17:52:48,8213.25,A91,9367785145
A395,2022-11-17 02:21:30,3436.92,A377,9444429737
575,2024-05-22 20:26:40,1469.13,192,beers
A105,2023-07-09 13:03:02,7921.56,998,/B/
207,2023-06-21 11:12:32,5330.35,496,fries
A354,2022-09-06 14:23:01,3530.57,458,/C/
A113,2023-03-09 00:06:40,6326.41,504,/C/
A119,2023-08-14 03:57:03,3403.41,992,/C/
A40,2022-11-28 12:09:25,1959.78,109,/B/
A59,2023-03-06 17:05:27,3299.66,148,/B/
A196,2024-04-26 09:15:36,2523.46,711,/C/
A228,2023-03-17 16:30:57,6154.19,A181,7057171591
A115,2023-02-22 06:00:01,6522.61,A118,3356255013
564,2024-01-30 22:44:15,3352.95,312,rent
A29,2024-06-06 15:46:05,7608.77,723,/C/
266,2024-05-17 07:26:26,2428.46,85,rent
A226,2022-10-14 05:37:36,8953.67,197,/C/
A339,2023-02-21 12:49:02,1389.57,A326,2201738226
A21,2024-01-11 23:24:57,7746.82,A204,8686630709
A212,2024-03-21 01:26:23,6225.18,826,/B/
A277,2023-10-07 18:52:19,5439.82,417,/A/
767,2024-05-05 23:11:45,9223.78,625,payback
A161,2023-11-14 00:30:40,8550.04,977,/B/
100,2023-01-20 16:38:56,5607.54,589,beers
A390,2023-01-13 02:37:58,6250.23,339,/C/
82,2022-06-24 13:37:21,7813.66,88,rent
A270,2024-01-05 00:28:48,1287.95,312,/C/
538,2022-10-06 00:01:14,6497.63,881,beers
A292,2022-06-25 04:01:19,3199.0,A126,2753296948
A98,2024-06-19 21:23:57,7443.34,893,/C/
A29,2023-01-24 23:18:44,6604.4,713,/A/
743,2023-05-29 03:39:22,8437.94,960,rent
A166,2024-06-06 21:13:04,8475.28,799,/A/
242,2024-01-15 07:09:49,2016.41,614,fries
A312,2022-08-25 14:12:16,9510.7,72,/A/
A194,2023-03-01 17:28:06,6613.99,A195,4115164465
A76,2024-03-26 04:41:55,6051.03,196,/C/
A192,2023-03-24 14:43:26,4154.11,949,/C/
A78,2024-03-07 01:04:23,4724.54,442,/C/
A270,2023-02-17 11:29:44,188.94,A8,0470322600
A259,2024-03-22 10:38:59,8271.81,A396,8439134973
A11,2023-09-28 17:29:09,1177.85,990,/B/
A266,2024-02-27 12:16:58,2127.46,541,/C/
A114,2022-12-17 21:34:50,6597.74,103,/A/
8,2023-04-10 19:12:29,6231.95,318,fries
A258,2023-07-23 09:01:20,2724.65,898,/A/
A216,2023-11-13 21:29:48,2382.65,127,/B/
87,2023-06-10 03:53:36,333.53,21,fries
928,2022-09-22 19:40:36,9694.37,503,beers
A287,2024-03-29 11:07:04,7461.24,638,/C/
A365,2022-12-30 11:29:35,9479.91,A273,2121015106
A382,2023-11-12 06:02:31,9725.93,613,/B/
A155,2023-02-25 01:22:57,8078.65,576,/B/
A145,2023-06-26 19:56:08,6763.3,960,/C/
A359,2023-02-16 18:13:36,6401.11,34,/C/
A235,2024-01-27 03:41:22,4376.56,853,/C/
A219,2023-10-31 14:01:59,4054.33,686,/A/
33,2024-05-28 04:36:10,1026.48,51,payback
A172,2023-04-01 05:44:24,9549.97,205,/A/
A363,2022-09-14 20:19:26,5968.7,647,/B/
A110,2023-08-01 06:32:25,1396.96,392,/B/
A123,2023-04-04 07:30:08,7435.43,A85,7147250762
839,2022-11-12 10:31:32,1961.29,130,savings
A191,2022-08-30 23:00:25,9101.52,40,/C/
A159,2023-06-16 02:13:26,6621.6,837,/B/
A43,2022-12-18 06:43:46,5146.4,A254,4936016168
A382,2022-11-29 20:42:07,4744.73,802,/C/
A377,2023-10-26 08:28:02,3835.32,31,/B/
A84,2023-07-14 06:59:11,2001.81,A78,5758483639
A17,2023-01-17 19:16:59,1190.34,104,/A/
A315,2022-07-31 13:37:57,7877.35,570,/C/
A74,2022-09-06 11:11:03,1019.64,582,/B/
A285,2022-09-27 07:42:51,8236.72,A267,2233586234
145,2023-09-23 22:32:22,9816.35,672,beers
A150,2023-08-17 20:35:39,2277.72,930,/A/
A155,2024-03-18 19:31:26,1442.52,77,/A/
A326,2023-03-03 05:25:20,1217.0,281,/A/
A3,2023-11-29 02:56:49,1923.84,371,/B/
A173,2024-04-12 23:28:48,8224.88,773,/B/
12,2023-07-11 20:32:56,4520.49,745,savings
A327,2024-06-17 13:34:17,1081.2,154,/B/
A249,2024-04-27 00:29:07,9835.05,264,/A/
A64,2022-11-16 09:43:42,3018.63,A15,8439889390
A52,2022-08-17 01:29:35,2490.06,445,/C/
A200,2023-12-18 07:30:51,4119.71,A222,8026874851
A53,2024-01-22 11:22:01,6298.51,456,/B/
730,2022-07-10 02:00:27,6634.81,717,savings
A144,2023-03-21 01:19:47,1146.2,503,/C/
657,2022-07-06 03:58:13,3757.27,564,bonus
A300,2024-02-04 07:17:56,7855.09,A234,6646926590
A82,2023-10-24 02:57:21,1830.63,A243,7469482545
A125,2024-01-13 01:08:19,4678.66,301,/B/
A343,2022-07-31 15:08:13,8114.19,571,/A/
A56,2022-08-04 03:10:45,409.32,196,/B/
A262,2023-04-08 06:10:30,6629.47,253,/B/
A82,2023-07-22 11:48:56,9258.43,993,/C/
A268,2024-04-12 15:52:26,7411.52,79,/A/
A346,2022-06-30 08:53:51,4851.15,270,/A/
47,2023-06-07 06:16:27,8772.05,971,bonus
A188,2023-05-19 15:49:20,4195.92,A117,5217057267
A282,2024-06-08 20:35:12,4546.06,A99,0020304330
A249,2024-02-11 18:18:15,9204.3,474,/C/
A370,2023-09-11 06:11:01,8399.76,A15,1215323884
583,2024-03-15 05:35:39,624.23,626,bonus
10,2023-04-19 16:00:44,3705.6,951,savings
A249,2023-03-16 07:03:02,8337.73,125,/C/
A197,2023-02-24 06:16:55,1235.21,204,/A/
A188,2023-12-23 13:43:18,5958.51,291,/B/
A28,2022-08-10 08:10:35,7458.55,A222,6764629065
A179,2022-07-02 00:56:53,628.99,A44,2654737042
A34,2023-08-10 18:13:21,7848.46,804,/B/
A74,2023-08-06 09:58:10,1193.95,A121,8778700098
934,2023-05-31 05:04:26,3411.65,354,rent
611,2023-07-29 21:46:49,4069.02,210,bonus
A205,2022-11-17 07:25:48,6255.33,245,/C/
A336,2023-12-23 09:27:37,2070.34,119,/A/
A166,2023-01-17 17:24:56,1942.35,851,/B/
A100,2023-03-24 02:53:02,9458.68,992,/C/
A24,2024-03-20 00:34:05,2142.44,986,/B/
211,2022-11-30 23:59:10,1546.57,505,savings
A327,2023-09-01 03:44:24,562.04,822,/A/
32,2023-06-25 20:59:59,6299.96,456,beers
921,2023-03-14 11:34:13,4698.75,405,savings
A23,2023-12-05 19:12:24,8273.15,247,/A/
623,2023-01-04 03:35:08,4344.25,658,savings
A230,2023-12-25 03:39:09,4354.57,A366,9046600559
757,2022-06-26 07:04:51,7584.99,66,payback
587,2024-05-14 21:11:31,5793.45,192,bonus
A364,2024-01-08 05:09:31,2683.66,622,/A/
A200,2022-08-07 04:16:51,6530.35,87,/B/
191,2023-02-17 04:30:59,6176.12,809,payback
715,2023-07-06 15:45:36,4387.43,574,beers
A89,2023-12-16 12:36:01,4165.67,A72,5557419450
A314,2023-03-23 04:07:03,5213.89,39,/B/
A119,2024-04-20 12:45:08,3838.97,425,/A/
A299,2024-02-26 11:29:39,2657.18,660,/A/
A195,2022-08-31 09:38:31,7095.64,898,/A/
A290,2023-08-01 02:43:25,9107.62,223,/A/
A102,2022-12-21 12:28:31,2454.45,254,/B/
A166,2023-03-11 09:32:41,2008.1,A89,8043326444
802,2023-11-06 16:29:54,8145.02,522,rent
A300,2022-08-18 07:39:43,4052.9,A140,6152868159
422,2022-10-25 01:37:34,1094.01,477,bonus
18,2023-03-16 02:40:16,6515.95,645,savings
601,2023-01-06 02:23:03,6910.49,258,payback
669,2022-10-29 18:44:39,955.86,710,payback
A15,2023-01-10 14:49:09,9781.36,A217,0812570602
A272,2022-12-29 17:09:32,6961.06,739,/A/
271,2023-10-06 13:53:26,9508.02,934,payback
A359,2022-06-26 11:53:56,5845.41,A225,1470675965
A10,2022-08-19 16:46:35,330.17,A397,0219797647
A159,2023-03-08 22:56:31,71.01,A354,8601656124
A69,2022-12-01 22:01:11,4364.77,A171,6951251628
30,2024-05-15 20:24:36,7248.9,179,savings
A141,2023-03-17 00:22:37,9071.41,A92,2847469785
A108,2024-06-12 13:01:46,8861.11,432,/C/
A141,2024-06-03 11:03:52,737.63,A398,8044635800
A333,2022-08-24 04:24:45,7451.76,A69,7291714112
A93,2023-03-02 19:41:30,1093.29,624,/A/
A178,2022-10-06 21:17:40,9780.09,A268,8841936263
A114,2024-04-22 04:00:47,909.04,704,/B/
A218,2023-05-30 06:34:22,5851.76,28,/B/
736,2022-12-04 21:53:39,5121.84,523,beers
A66,2023-03-16 08:19:05,6239.18,A56,9385222931
A160,2023-11-17 15:17:55,9516.0,957,/A/
A41,2024-06-02 15:22:07,8485.04,81,/B/
A160,2023-11-01 04:02:40,8724.49,494,/C/
A323,2024-03-24 20:37:34,6915.83,A374,0499883120
A19,2023-05-29 20:21:18,3788.23,321,/A/
A159,2022-12-10 11:01:57,5825.87,A126,2845129938
A268,2023-06-10 21:59:53,4581.52,A262,4310749148
A144,2023-06-29 05:57:54,4512.16,182,/B/
A4,2023-08-31 19:46:52,2169.77,598,/A/
A386,2023-11-18 23:30:52,522.55,103,/C/
A249,2023-03-08 17:11:18,5615.2,A32,6983292401
A89,2022-08-12 16:07:05,1151.7,A262,0168073281
474,2022-07-14 03:00:50,8151.39,904,bonus
A329,2023-05-30 02:04:11,6259.39,A370,0772188906
A180,2024-01-04 14:07:11,4192.62,658,/A/
A218,2022-08-21 20:27:00,6639.44,370,/B/
A12,2023-12-03 12:30:26,2334.16,A26,2671617277
691,2022-08-04 08:31:17,3175.79,625,payback
A133,2024-05-08 20:07:57,9292.53,A108,1611869814
A89,2024-02-22 15:50:02,7770.0,667,/A/
A296,2022-07-28 21:28:37,5070.95,A93,9300449229
816,2024-06-05 07:01:10,2666.02,889,payback
A206,2023-01-10 00:21:22,6249.74,644,/A/
A211,2024-01-06 02:14:52,4077.29,A398,1185700109
952,2023-07-12 02:22:27,1569.58,863,savings
564,2023-01-22 13:38:37,2309.91,936,fries
A165,2024-01-02 23:18:01,4367.24,A184,7195572903
A335,2022-08-04 22:30:57,2654.09,235,/C/
A161,2022-07-29 15:59:16,4183.03,A37,7673727259
29,2024-05-13 06:41:00,7985.5,407,beers
A356,2023-03-06 07:56:05,3443.46,224,/A/
A61,2022-10-10 15:52:04,1565.27,A358,5100999129
A270,2023-07-22 22:41:10,8614.96,186,/C/
A268,2024-02-13 10:55:22,8146.73,948,/B/
A351,2023-01-29 04:28:39,940.57,85,/A/
A168,2024-01-19 04:52:34,2.0,A267,0771091204
861,2022-08-21 02:14:32,7179.72,688,payback
A244,2023-04-15 06:40:17,2296.39,622,/B/
940,2023-06-21 06:30:11,6093.74,385,beers
A155,2022-10-11 18:51:39,5217.51,329,/A/
A142,2022-10-21 18:13:09,3257.94,882,/B/
A59,2023-08-05 09:14:19,5468.84,634,/B/
A99,2024-01-17 02:29:19,3843.26,912,/C/
9,2023-05-22 18:36:08,6792.38,195,savings
201,2024-06-15 05:17:51,2331.52,476,fries
A177,2023-07-28 01:17:51,9733.93,489,/A/
A170,2023-01-20 01:02:26,5181.79,65,/C/
A364,2023-04-12 10:53:17,5381.52,A7,7783368261
A366,2022-08-11 19:15:13,2907.34,310,/B/
793,2022-09-11 18:19:05,2643.42,854,bonus
A230,2022-08-16 20:50:35,9625.81,358,/A/
911,2024-06-07 20:29:24,666.39,44,beers
A220,2022-07-12 15:25:05,9914.46,A287,9742757148
A33,2022-10-18 05:34:10,5953.97,A91,5529165397
A142,2022-06-23 14:36:46,5675.35,462,/B/
A342,2023-08-19 15:41:32,98.22,942,/C/
564,2022-08-21 15:26:20,8820.64,662,savings
A214,2022-08-26 23:38:31,8189.6,538,/B/
A88,2023-04-06 14:12:50,9255.96,A228,2545283240
141,2022-10-15 19:14:02,8132.4,192,rent
A377,2024-02-08 20:44:52,9761.04,597,/C/
A83,2024-02-17 21:39:37,730.98,902,/C/
A100,2023-09-15 21:16:48,5805.57,630,/B/
A383,2022-08-27 17:04:12,1052.7,320,/A/
A77,2023-04-20 16:55:58,1071.45,A344,3941429009
124,2023-12-28 21:25:32,3027.16,452,savings
A134,2023-02-10 16:29:39,8257.23,638,/C/
A291,2024-04-23 19:42:27,9073.92,179,/C/
302,2023-09-27 08:41:08,2027.03,579,bonus
A58,2024-05-29 06:21:09,8182.11,6,/C/
907,2023-05-18 19:27:05,7157.62,716,fries
699,2023-09-06 23:19:51,4514.97,822,beers
637,2022-07-29 17:12:28,8871.2,65,rent
A296,2023-09-26 05:20:15,7527.8,A312,3478776297
A200,2022-09-13 01:39:44,2730.2,451,/C/
A2,2023-09-10 03:47:18,2090.53,A356,7217821927
A15,2022-09-01 19:27:55,6037.47,731,/A/
A263,2024-05-12 14:12:05,4044.36,666,/B/
A202,2022-07-16 22:13:09,9496.53,297,/A/
A127,2024-05-26 16:56:06,5330.04,A155,5763587311
A111,2022-07-06 01:08:45,855.17,374,/B/
A93,2023-04-24 16:53:24,7283.69,321,/C/
280,2023-02-05 09:41:48,3826.87,327,savings
A149,2024-04-27 22:40:41,7933.63,319,/A/
A84,2022-08-07 01:12:21,1199.62,930,/C/
A382,2023-03-19 13:08:19,1105.27,A192,6136823329
A363,2024-06-05 12:55:42,7106.9,298,/B/
A265,2024-06-15 23:25:45,39.25,994,/B/
A344,2022-07-19 23:10:25,3862.32,452,/B/
136,2023-07-04 20:53:59,336.42,294,payback
842,2023-01-15 09:02:26,9297.45,46,fries
A245,2022-10-03 00:46:23,1088.05,A320,9971790848
A358,2023-02-28 13:09:59,813.98,163,/B/
A55,2023-03-13 01:33:12,4517.18,A38,5275073613
A156,2022-07-16 09:43:11,1874.23,A30,6322362819
A234,2023-06-19 10:22:24,8065.8,576,/C/
A41,2023-11-27 15:34:49,9361.5,818,/A/
217,2024-04-05 03:14:41,7893.32,26,savings
A216,2024-02-18 11:08:35,2290.82,A199,1967197969
A35,2022-08-27 13:17:37,4383.83,389,/A/
A251,2022-09-22 21:05:38,4012.3,96,/B/
A280,2023-10-22 22:05:43,642.07,177,/B/
A187,2024-06-21 11:47:50,6640.62,594,/B/
A228,2022-09-20 20:56:26,411.42,220,/A/
A57,2024-03-23 06:24:05,9895.3,829,/A/
A342,2023-06-07 14:42:04,4520.91,A372,2151970962
A56,2022-08-23 01:42:51,4587.53,A220,7349928426
A213,2022-06-29 10:56:57,4882.63,752,/A/
A257,2023-03-14 22:05:41,8245.91,864,/B/
A154,2023-05-07 20:04:04,94.42,A278,5120612687
481,2023-03-02 17:37:42,8763.26,12,rent
A317,2022-12-17 04:43:32,2705.79,A347,8771589278
995,2022-07-04 16:14:18,7980.83,746,beers
A306,2023-08-24 04:23:46,6874.31,518,/A/
A289,2023-11-20 05:12:08,2149.73,701,/C/
A252,2022-11-05 10:40:05,767.85,908,/C/
A110,2023-08-27 08:20:06,6654.54,A215,8642151126
7,2023-01-30 05:47:38,666.46,601,fries
A70,2022-09-13 01:11:41,663.17,540,/C/
A250,2024-01-17 02:00:10,1509.69,322,/B/
A180,2022-09-30 14:33:46,6583.64,A98,9983767326
834,2023-01-19 20:58:43,7543.57,314,beers
A213,2024-06-04 12:45:57,4357.17,A395,7730142352
A315,2023-07-02 22:00:52,4858.49,690,/B/
38,2024-02-01 23:44:55,2394.3,947,savings
A380,2024-03-30 12:40:26,724.96,A383,6276647848
656,2023-09-18 19:08:52,4343.09,322,savings
A61,2024-05-05 21:11:59,2510.15,234,/A/
410,2022-08-22 04:22:01,7083.34,411,savings
A23,2023-04-05 22:12:41,9115.89,741,/A/
A254,2022-09-30 19:49:24,6129.6,146,/C/
A61,2022-12-24 08:31:07,3037.66,207,/C/
A211,2023-05-22 23:54:13,3547.86,6,/C/
A39,2023-06-10 11:20:10,5920.78,672,/B/
14,2023-04-10 18:26:05,7958.13,411,payback
A220,2023-07-05 17:21:44,718.21,641,/B/
A382,2022-10-02 23:52:23,8654.99,A187,0363262375
A378,2023-04-04 17:45:04,217.62,A324,4322602784
966,2022-11-04 18:32:12,8978.79,718,beers
56,2024-04-21 21:52:47,2833.08,384,fries
A232,2023-08-13 16:39:53,5167.22,A172,9458702307
A34,2023-04-17 09:16:57,6383.23,44,/C/
A157,2023-07-17 03:58:04,3283.57,42,/C/
A231,2023-09-29 08:17:40,224.88,A157,1586795240
A254,2024-02-12 23:39:24,6331.38,718,/B/
A162,2023-04-21 17:07:30,8363.67,773,/C/
A330,2023-09-14 03:10:08,9700.69,A190,0757644963
A294,2024-04-20 07:27:30,8655.2,187,/A/
816,2023-08-09 20:34:56,3042.5,122,payback
170,2023-08-01 12:36:51,3943.25,868,bonus
63,2023-12-09 16:14:25,7158.86,878,bonus
A206,2024-04-30 13:14:46,7663.76,A188,4519160022
A349,2024-04-10 03:10:23,1518.7,996,/B/
432,2024-04-30 21:58:32,9089.35,504,payback
A216,2023-10-08 01:10:43,6186.94,A193,2434178148
43,2024-05-18 02:58:09,6773.59,550,payback
398,2022-11-06 12:02:16,7048.83,369,fries
571,2023-06-29 09:25:00,6498.2,391,rent
627,2022-11-30 10:48:41,2988.8,155,fries
A60,2023-02-05 02:32:52,9615.93,708,/A/
A114,2024-02-28 01:17:09,8477.2,A349,6875741228
A249,2023-11-24 00:34:30,4734.69,A7,4447186941
A309,2024-03-05 08:40:16,2275.46,53,/B/
A27,2024-02-02 03:42:38,368.48,519,/B/
A375,2022-07-06 02:56:29,1406.33,533,/C/
